npdes_id,frs_id,city,state,zip,watershed_huc12,latitude,longitude,facility_type,major_minor_facility,cso_outfall_count,median_household_income,poverty_rate,white_alone
IN0020176,110003137837,MONTICELLO,IN,47960,51201061304,40.736,-86.755917,POTW,M,5,43182,10.9,87.1
IN0020117,110009975492,MONTPELIER,IN,47359,51201020301,40.5508,-84.8961,POTW,N,4,39313,20,89.9
IN0035696,110002082022,MOUNT VERNON,IN,47620,51402020605,37.924083,-87.910639,POTW,M,3,52031,17.5,90.1
IN0025631,110000565022,MUNCIE,IN,47304-4710,51202010305,40.185139,-85.440194,POTW,M,25,33944,31,83.1
IN0021466,110000731986,"NAPPANEE",IN,46550,40500011706,41.446028,-85.98575,POTW,M,13,55125,8.4,92.5
IN0023914,110005973964,NEW CASTLE,IN,47362-1226,51202040103,39.913377,-85.394362,POTW,M,8,38545,22.5,95.1
IN0020346,110009738971,NEW HAVEN,IN,46774,41000050102,41.080472,-85.007694,POTW,N,4,51306,8.8,94.3
IN0020168,110006645719,NOBLESVILLE,IN,46060-3254,51202010705,40.038035,-86.020438,POTW,M,7,82218,6.5,89.5
IN0020877,110009975456,NORTH JUDSON,IN,46366-1060,71200010604,41.223083,-86.77575,POTW,N,2,48750,18.8,98.5
IN0020362,110000731931,NORTH MANCHESTER,IN,46962,51201040407,41.003434,-85.774881,POTW,M,8,52319,11.5,92.2
IN0020451,110000759661,NORTH VERNON,IN,47265,51202070404,39.003728,-85.614227,POTW,M,2,49178,14.9,93.8
IN0021342,110012139300,OXFORD,IN,47971,51201080407,40.512611,-87.229111,POTW,N,1,49659,10.3,99.5
IN0024023,110009974974,PAOLI,IN,47454,51202081302,38.590694,-86.490611,POTW,N,8,37449,17.6,97
IN0032328,110006367074,PERU,IN,46970,51201011602,40.745194,-86.072194,POTW,M,16,39267,22.6,87.4
IN0021202,110000731977,PLAINFIELD,IN,46168,51202011306,39.691194,-86.395194,POTW,M,5,61046,9.1,81.7
IN0020991,110000736650,PLYMOUTH,IN,46563-3021,71200010502,41.3325,-86.322222,POTW,M,10,37610,24.7,87.9
IN0020095,110006645728,PORTLAND,IN,47371-8228,51201020102,40.4166,-84.9816,POTW,M,16,38281,15.5,93.5
IN0024406,110009979149,REDKEY,IN,47373,51201030205,40.344944,-85.153889,POTW,N,6,34046,21.2,96.6
IN0024414,110006645746,RENSSELAER,IN,47978,71200020305,40.923722,-87.175778,POTW,M,17,48162,11.7,93.7
IN0025615,110003070836,RICHMOND,IN,47374,50800030707,39.806955,-84.908443,POTW,M,6,39724,20.3,83.5
IN0020001,110009738855,RIDGEVILLE,IN,47380,51201030203,40.286556,-85.023194,POTW,N,3,37625,23.7,96.5
IN0021067,110009975296,ROCKPORT,IN,47635,51402010805,37.889167,-87.046389,POTW,N,1,41357,22.2,91.6
IN0020907,110006679898,ROSSVILLE,IN,46065,51201070204,40.42456,-86.59495,POTW,N,2,51935,10.3,98.1
IN0020125,110006766918,ROYAL CENTER,IN,46978,51201060803,40.86127,-86.50876,POTW,N,1,52574,10.4,97.4
IN0021270,110000759670,RUSHVILLE,IN,46173,51202050403,39.60455,-85.45377,POTW,M,2,48648,16.2,94
IN0024473,110006523155,SEYMOUR,IN,47274,51202060502,38.95583,-85.9313,POTW,M,1,44944,20,82.2
IN0024520,110000578116,SOUTH BEND,IN,46628,40500012207,41.7167,-86.27,POTW,M,44,40265,23.6,61.7
IN0020567,110009975367,SOUTH WHITLEY,IN,46787,51201040401,41.0799,-85.6288,POTW,N,2,46111,19.2,93.2
IN0032972,110000761710,SPEEDWAY,IN,46222-3251,51202011110,39.77161,-86.23328,POTW,M,2,42188,19.3,62.7
IN0024554,110006367056,SULLIVAN,IN,47882,51201111509,39.098827,-87.405713,POTW,M,5,34402,15.8,97.5
IN0024562,110011979403,SUMMITVILLE,IN,46070,51202010403,40.321139,-85.664833,POTW,N,3,50677,18.6,96
IN0021016,110000731968,TELL CITY,IN,47586,51402010703,37.957278,-86.774667,POTW,M,5,44809,15.4,94.7
IN0025607,110000716244,TERRE HAUTE,IN,47802,51201110605,39.428917,-87.431861,POTW,M,10,36406,26.4,82.2
IN0021474,110002045377,TIPTON,IN,46072,51202010605,40.282939,-86.02698,POTW,M,7,52538,11.1,94.5
IN0024660,110002354844,VALPARAISO,IN,46385-4530,40400010302,41.467,-87.076611,POTW,M,1,59533,12.2,91.4
IN0024741,110000732057,WABASH,IN,46992,51201011405,40.79179,-85.82506,POTW,M,8,44973,15.8,96.7
IN0024775,110009979229,WAKARUSA,IN,46573,40500012102,41.543083,-86.040472,POTW,N,6,65673,5.9,93.8
IN0024805,110000571015,WARSAW,IN,46580-2501,51201060204,41.237944,-85.868972,POTW,M,1,55982,12.5,85.5
IN0025658,110000759698,WASHINGTON,IN,47501-3483,51202020903,38.653056,-87.198889,POTW,M,5,41824,17.7,89.2
IN0020711,110009975429,WATERLOO,IN,46793,41000030602,41.43025,-85.01233,POTW,N,1,50536,15.3,97.7
IN0024821,110011998561,WEST LAFAYETTE,IN,479064613,51201080203,40.417224,-86.907424,POTW,M,5,34650,38.5,68
KS0039128,110006367083,ATCHISON,KS,66002-2424,102400110301,39.532358,-95.114635,NON-POTW,M,8,46465,18.2,86.6
KS0038563,110017592292,KANSAS CITY,KS,661181127,102701040607,39.112198,-94.610567,POTW,M,66,45665,19.8,56.9
KS0042722,110000574708,TOPEKA,KS,66616-1327,102701020903,39.07155,-95.64308,POTW,M,6,47999,14.4,78.4
KY0022373,110000732244,ASHLAND,KY,41101,50901030101,38.474722,-82.623611,POTW,M,8,40917,24.5,93.3
KY0035467,110006654147,CATLETTSBURG,KY,41129,50702040406,38.405833,-82.596944,POTW,N,5,28145,33.5,90.2
KY0021466,110000543662,ERLANGER,KY,41017-4407,50902030202,39.059,-84.6172,POTW,M,71,64460,9.4,89.4
KY0022861,110000732299,FRANKFORT,KY,40601,51002051501,38.218056,-84.875,POTW,M,16,50211,16.3,75.1
KY0026093,110006751997,HARLAN,KY,40831,51301010203,36.84636,-83.35426,POTW,M,1,24432,43.8,91.2
KY0020711,110000732235,HENDERSON,KY,42420,51402020401,37.818333,-87.623056,POTW,M,15,39887,22.7,83.2
KY0022411,110000759714,LOUISVILLE,KY,40211-2407,51401010904,38.232534,-85.830088,POTW,M,115,44806,15.9,69.9
KY0026115,110009939077,LOYALL,KY,40854,51301010203,36.84636,-83.35426,POTW,N,6,24205,39.1,98.2
KY0020257,110000761104,MAYSVILLE,KY,41056,50902010605,38.687222,-83.786667,POTW,M,11,35102,23.4,86.1
KY0021440,110006644854,MORGANFIELD,KY,42437,51402030201,37.67557,-87.83243,POTW,M,2,38228,14.1,79
KY0020095,110039998214,OWENSBORO,KY,42301,51402011202,37.790278,-87.140278,POTW,M,8,43369,21.7,86.4
KY0022799,110009957671,PADUCAH,KY,42001,51402060102,37.09754,-88.61633,POTW,M,11,39266,21.6,73.4
KY0025291,110006644872,PIKEVILLE,KY,41501,50702030202,37.491815,-82.539725,POTW,M,2,32281,29.2,93.8
KY0024058,110006752273,PINEVILLE,KY,40977,51301010303,36.76769,-83.7069,POTW,N,3,19063,38,94.9
KY0027413,110000732315,PRESTONSBURG,KY,41653,50702030501,37.690556,-82.777778,POTW,M,1,26563,44,90.2
KY0021512,110009939503,VANCEBURG,KY,41179,50902010210,38.608333,-83.321389,POTW,N,1,17197,44.1,96.8
KY0022926,110006654619,WORTHINGTON,KY,41183,50901030105,38.54747,-82.71777,POTW,N,3,51500,13.9,97.4
MA0101192,110000915458,BOSTON,MA,2210,10900010704,42.345,-71.059444,NON-POTW,M,37,71115,18.9,52.8
MA0101974,110009917402,CAMBRIDGE,MA,2139,10900010704,42.365097,-71.104497,NON-POTW,M,11,103154,12.7,66.1
MA0101877,110013765620,CHELSEA,MA,2150,10900010402,42.390097,-71.037828,NON-POTW,M,4,56802,18.1,48.4
MA0101508,110000732725,CHICOPEE,MA,01013-1041,10802040402,42.153676,-72.621998,POTW,M,33,53225,13.8,85.8
MA0100382,110000732592,FALL RIVER,MA,2724,10900040905,41.676769,-71.193935,POTW,M,19,43503,19.7,80.6
MA0100986,110006618810,FITCHBURG,MA,1420,10700040102,42.547034,-71.752572,POTW,M,41,57207,15.7,80.3
MA0100625,110024340444,GLOUCESTER,MA,1930,10900010301,42.611338,-70.680381,POTW,M,5,72574,10,93.6
MA0101621,110000732752,HAVERHILL,MA,01835-7646,10700061402,42.75941,-71.061607,POTW,M,21,69426,12.5,80.3
MA0101630,110000541735,HOLYOKE,MA,01040-5433,10802010702,42.191041,-72.612574,POTW,M,15,40769,29.3,87.5
MA0100633,110024329289,LOWELL,MA,01850-2288,10700061207,42.648424,-71.288948,POTW,M,8,56878,19,61
MA0101338,110008993143,LUDLOW,MA,1056,10802040402,42.1622,-72.48615,NON-POTW,N,1,73458,8.7,92.4
MA0100552,110000563328,LYNN,MA,01905-3037,10900010402,42.45293,-70.956287,POTW,M,4,56181,16.6,48.6
MA0100137,110000732574,MONTAGUE,MA,01351-9522,10802010602,42.580725,-72.57295,POTW,M,2,54430,11.2,90.4
MA0100781,110009023332,NEW BEDFORD,MA,2744,10900020401,41.595387,-70.905558,POTW,M,35,46321,20.3,63.5
MA0100447,110000736847,NORTH ANDOVER,MA,01845-1649,10700061402,42.714543,-71.128793,POTW,M,5,108070,5.6,85.8
MA0101168,110010402135,PALMER (THREE RIVERS),MA,1080,10802040207,42.185311,-72.362228,POTW,M,21,64651,11.3,89.8
MA0101982,110028287823,SOMERVILLE,MA,2145,NA,42.38,-70.091667,NON-POTW,M,2,97328,11.5,75.8
MA0103331,110009023476,SPRINGFIELD,MA,1101,10802010702,42.102389,-72.593306,NON-POTW,N,25,39432,26.9,63.3
MA0100897,110000732654,TAUNTON,MA,02780-5004,10900040804,41.87435,-71.09723,POTW,M,1,62865,14.2,79.9
MA0102997,110009917297,WORCESTER,MA,1610,10900030102,42.248819,-71.80412,NON-POTW,N,1,48139,20,69.2
MD0021636,110003515866,CAMBRIDGE,MD,21613,20600050502,38.564167,-76.057222,POTW,M,7,43120,21.3,42.4
MD0067407,110019881118,CUMBERLAND,MD,21502-,20700020302,39.64409,-78.77912,POTW,N,20,36145,23.5,89.9
MD0067423,110006643560,FROSTBURG,MD,21532,20700020301,39.655556,-78.930556,POTW,N,14,42699,23.2,80.4
MD0067547,110008494931,LAVALE,MD,21504,NA,39.644592,-78.819802,POTW,N,3,67382,6.8,94
MD0021571,110002064042,SALISBURY,MD,21801-8488,20801100303,38.356944,-75.625,POTW,M,2,41905,24.7,49.1
MD0067384,110011128617,WESTERNPORT,MD,21562,20700020302,39.485278,-79.041667,NON-POTW,N,2,42014,18.7,99.2
ME0100005,110009913077,AUBURN,ME,4212,10400020803,44.097778,-70.232222,POTW,N,6,49719,11.3,91
ME0100013,110000916251,AUGUSTA,ME,4330,10300032409,44.301944,-69.778333,POTW,M,24,43796,18.8,94.3
ME0100781,110000732985,BANGOR,ME,04401-6810,10200051003,44.779444,-68.783056,POTW,M,12,46625,18.9,90.6
ME0101214,110006618339,BAR HARBOR,ME,4609,10500021407,44.380278,-68.205833,POTW,M,4,56897,10.1,82.3
ME0100021,110009913086,BATH,ME,04530-2875,10500030603,43.92725,-69.81136,POTW,M,4,48252,13.8,96.7
ME0101532,110039672048,BELFAST,ME,4915,10500021803,44.428214,-69.004889,POTW,M,2,62857,13.5,93.7
ME0100048,110002045288,BIDDEFORD,ME,04005-2755,10600021105,43.491667,-70.447222,POTW,M,11,53120,11.7,91.3
ME0100072,110000732958,BREWER,ME,04412-2417,10200051003,44.774167,-68.781944,POTW,M,7,52174,12.5,97.2
ME0100111,110009025991,BUCKSPORT,ME,4416,10200051009,44.568889,-68.771667,POTW,N,2,29922,24.1,99
ME0100129,110006618400,CALAIS,ME,4619,10500010806,45.188407,-67.271709,POTW,M,1,32601,16.5,98.2
ME0102121,110011126986,CAPE ELIZABETH,ME,4107,10600010607,43.58492,-70.24447,POTW,N,1,123116,4.1,96.9
ME0100153,110055042216,CORINNA,ME,4928,10300031806,44.915063,-69.256435,NON-POTW,N,1,41875,9.3,98.2
ME0101702,110006618589,GARDINER,ME,4345,10300032409,44.193341,-69.759639,POTW,M,2,49627,17.5,96.1
ME0100994,110036399867,LEWISTON,ME,4240,10400021005,44.090361,-70.208778,POTW,N,31,44523,18.1,86.8
ME0100307,110002047026,LISBON,ME,4250,10400021003,43.994976,-70.048292,POTW,M,1,57568,8.5,95.2
ME0100323,110002046438,MACHIAS,ME,4654,10500020603,44.71962,-67.45253,POTW,M,2,20565,35.2,92.9
ME0101681,110006744005,MADAWASKA,ME,4756,10100090601,47.353293,-68.300793,POTW,N,2,34053,12.8,99.7
ME0100391,110000732976,MECHANIC FALLS,ME,4256,10400020910,44.11057,-70.38552,POTW,M,1,56264,5.2,92.2
ME0100439,110006649010,MILO,ME,4463,10200040205,45.229167,-68.976944,POTW,N,3,33750,29.7,97.1
ME0100471,110002043119,OLD TOWN,ME,4468,10200050603,44.926667,-68.642222,POTW,M,3,42679,22.4,92.3
ME0100498,110055618577,ORONO,ME,4473,10200050603,44.878144,-68.668097,POTW,M,1,47528,33.3,89.5
ME0102075,110000568877,PORTLAND,ME,4103,10600010607,43.673684,-70.255584,POTW,M,34,60467,14.6,84.6
MEU508074,110055030461,RANDOLPH,ME,4346,10300032409,44.231051,-69.755245,NA,N,1,50286,19.3,95.6
ME0100595,110002052206,ROCKLAND,ME,04841-3417,10500021909,44.105,-69.1075,POTW,M,4,44156,13.7,96.4
ME0101117,110020625858,SACO,ME,4072,10600021105,43.49,-70.44,POTW,M,5,70517,7.3,95.8
ME0100617,110006618758,SANFORD,ME,4073,10600030202,43.411667,-70.723611,POTW,M,2,52513,13.9,93.2
ME0100625,110002050752,SKOWHEGAN,ME,4976,10300031501,44.76812,-69.709,POTW,M,9,44540,18.9,93.4
ME0100951,110008435498,SOUTH PARIS,ME,4281,10400020904,44.21301,-70.517668,POTW,M,1,39309,25.2,93.5
ME0100633,110028276595,SOUTH PORTLAND,ME,04106-2834,10600010402,43.639638,-70.25626,POTW,M,6,69290,8.8,89.8
ME0100854,110000732994,WATERVILLE,ME,04901-6354,10300032404,44.52704,-69.653771,POTW,M,3,38862,21.2,94
ME0100846,110039692053,WESTBROOK,ME,04092-3141,10600010306,43.694004,-70.349815,POTW,M,5,59460,16.3,89.5
ME0100749,110018930497,WINTERPORT,ME,4496,10200051007,44.634611,-68.845639,POTW,N,1,62455,14.3,96
ME0100765,110002052215,YARMOUTH,ME,4096,10600010206,43.78654,-70.170334,POTW,M,1,89984,3.5,94
MI0022152,110009026767,ADRIAN,MI,49221,41000020206,41.917222,-84.015278,POTW,M,1,36236,23,89
MI0022284,110000544796,BAY CITY,MI,48708-5489,40802060204,43.608565,-83.871454,POTW,M,5,37893,25.2,91.8
MI0037427,110006740429,BEVERLY HILLS,MI,48025,40900040403,42.522966,-83.243285,POTW,N,1,127419,1.9,85.1
MI0025534,110006740633,BIRMINGHAM,MI,48009,40900040403,42.542229,-83.227802,POTW,N,2,122804,5.3,90.1
MI0043982,110009032616,CALUMET,MI,49913,40201030401,47.25,-88.5074,POTW,N,2,21389,30.6,91
MI0021083,110006806910,CROSWELL,MI,48422,40900010114,43.263264,-82.619645,POTW,N,1,41887,20,89.5
MI0048879,110042379397,CRYSTAL FALLS,MI,49920,40301060408,46.070833,-88.325,POTW,N,2,45486,17.2,95.3
MI0025542,110006740642,DEARBORN,MI,48126,40900040407,42.3125,-83.2125,POTW,N,19,53670,28.2,90.5
MI0051462,110009900241,DEARBORN HEIGHTS,MI,48127-3271,40900040303,42.33198,-83.27755,POTW,N,8,49750,18.6,86.2
MI0022802,110000555435,DETROIT,MI,48209-2676,40900040407,42.280556,-83.118889,POTW,M,81,30894,35,14.7
MI0022853,110000733341,EAST LANSING,MI,48823-5241,40500040508,42.72208,-84.51163,POTW,M,1,39867,41,75.9
MI0022918,110006740688,ESSEXVILLE,MI,48732,40801030101,43.613496,-83.844418,POTW,N,1,51793,13.7,97.4
MI0023001,110009900704,GLADWIN,MI,48624-1937,40802010204,43.97806,-84.49424,POTW,N,1,38258,22.6,94.5
MI0026069,110000534235,GRAND RAPIDS,MI,49503,40500060512,42.948,-85.700472,POTW,M,11,50103,20.4,67.2
MI0026077,110040046811,GROSSE POINTE FARMS,MI,48236-3161,40900020200,42.40629,-82.89237,POTW,N,1,143711,2.5,96
MI0051471,110006650098,INKSTER,MI,48141,40900040303,42.29718,-83.31023,POTW,N,6,32014,33.5,17.9
MI0023205,110006645407,KINGSFORD,MI,49802,40301080704,45.785556,-88.083333,POTW,M,1,43974,19.1,88.5
MI0023400,110001934505,LANSING,MI,48917-1843,40500040704,42.75232,-84.57933,POTW,M,30,41674,24.6,61
MI0026115,110006740456,MADISON HEIGHTS,MI,48071,40900030202,42.524167,-83.086667,POTW,N,1,53439,13.6,80.8
MI0020362,110000759885,MANISTEE,MI,49660,40601030705,44.236991,-86.306686,POTW,M,4,44878,13.1,91.1
MI0023515,110006645416,MANISTIQUE,MI,49854,40601060604,45.952,-86.25439,POTW,M,1,31834,23.7,86.7
MI0020656,110000737016,MARYSVILLE,MI,48040-1572,40900010307,42.913781,-82.490333,POTW,M,1,62438,8.2,97.3
MI0023647,110000549489,MOUNT CLEMENS,MI,48043-5806,40900030402,42.60189,-82.86351,POTW,M,1,43018,20.1,70.3
MI0023701,110000733396,NILES,MI,49120-2332,40500012602,41.839361,-86.265083,POTW,M,8,34486,27.3,84.8
MI0020214,110009032518,NORWAY,MI,49870,40301080706,45.778889,-87.905833,POTW,N,1,43287,9,95.3
MI0023833,110000737043,PORT HURON,MI,48060-4004,40900010214,42.97533,-82.42003,POTW,M,10,38808,24.4,82.6
MI0051829,110006740045,REDFORD,MI,48239-2432,40900040406,42.37561,-83.29509,POTW,N,9,57216,15.2,52
MI0028819,NOID39021,RIVER ROUGE,MI,NA,NA,42.1642,-83.0753,POTW,N,1,25517,42.2,41.3
MI0025577,110000751936,SAGINAW,MI,48601-1268,40802060201,43.463738,-83.909493,POTW,M,8,29582,34.8,46.5
MI0025585,110009900688,SAINT CLAIR SHORES,MI,48080,40900020200,42.465856,-82.886365,POTW,N,3,60805,7.6,92
MI0026735,110010125239,SAINT JOSEPH,MI,49085,40500012608,42.108137,-86.481216,POTW,N,5,62374,7,83.9
MI0024058,110000733430,Sault Ste Marie,MI,49783,40700010101,46.491389,-84.315278,POTW,M,5,38341,22.2,76.1
MI0020591,110000759910,ST CLAIR,MI,48079,40900010306,42.81994,-82.4906,POTW,M,1,71845,7.8,95.6
MI0021440,110009900731,WAKEFIELD,MI,49968,40201010203,46.49905,-89.92772,POTW,N,1,36056,22.9,97.1
MI0036072,110009032563,WYANDOTTE,MI,48192-7307,40900040503,42.188333,-83.158333,POTW,N,2,54462,13.5,95.7
MO0050580,110039819667,CAPE GIRARDEAU,MO,63703,71401050503,37.301556,-89.5185,POTW,M,1,45733,23,81.2
MO0024929,110006367190,KANSAS CITY,MO,64105-1138,103001010301,39.109,-94.598,POTW,M,223,54194,16.1,60.9
MO0023221,110001123702,MACON,MO,63552-4121,71100060203,39.73375,-92.462694,POTW,M,3,36991,15.1,87.5
MO0117960,110000733948,MOBERLY,MO,65270,71100060302,39.41925,-92.414722,POTW,M,4,37021,21.2,84.4
MO0023043,110000866572,SAINT JOSEPH,MO,64504,102400110103,39.731333,-94.864556,POTW,M,15,48197,18.7,86.1
MO0025178,110001452204,SAINT LOUIS,MO,63147-2913,71401010401,38.67361,-90.19497,POTW,M,209,43896,21.8,46.5
MO0023027,110000733671,SEDALIA,MO,65301,103001030406,38.728861,-93.240861,POTW,M,1,39804,19.4,89.1
NE0133680,110012804787,OMAHA,NE,68183,NA,41.27685,-95.92526,NON-POTW,N,29,60092,13.4,77.5
NE0021121,110008961506,PLATTSMOUTH,NE,68048,102400010106,41.01116,-95.87965,POTW,M,1,50390,9.4,96.2
NH0100013,110004101409,BERLIN,NH,3570,10400010607,44.460021,-71.184218,NON-POTW,M,1,39130,18.5,89.1
NH0100871,110002320863,EXETER,NH,3833,10600030806,42.995832,-70.946075,POTW,M,1,69575,6.2,94.4
NH0100366,110002320783,LEBANON,NH,03784-1661,10801060106,43.636805,-72.320541,POTW,M,5,67698,11.3,89.3
NH0100447,110002320809,MANCHESTER,NH,03103-6826,10700060803,42.941196,-71.457289,POTW,M,19,60711,14.1,84.8
NH0100170,110007686110,"NASHUA",NH,3060,10700061206,42.748493,-71.445079,POTW,M,8,74995,9.3,82.6
NH0100234,110004100623,PORTSMOUTH,NH,3801,10600031001,43.073145,-70.74033,POTW,M,2,83923,6.7,90
NJ0109240,110014922209,BAYONNE,NJ,07002-3878,20301040203,40.678714,-74.116531,POTW,N,28,63947,13.5,62.6
NJ0108812,110009836874,CAMDEN,NJ,81015120,20402020405,39.955113,-75.128232,POTW,N,33,27015,36.4,23.5
NJ0108804,110006705752,CLIFFSIDE PARK,NJ,07010-2914,20301010405,40.82132,-73.98794,POTW,N,1,72633,9.8,70.6
NJ0117846,110006704673,EAST NEWARK,NJ,07029-2793,20301030805,40.751212,-74.164589,POTW,N,1,63750,13.3,54.2
NJ0034517,110009838426,Fort Lee,NJ,7020,20301010405,40.84293,-73.96972,POTW,N,2,83767,9.6,49.9
NJ0020591,NOID54106,EDGEWATER BORO,NJ,NA,20301010405,40.48534,-73.58596,POTW,M,1,127221,6.9,51.4
NJ0108782,110009721916,ELIZABETH,NJ,07201-2408,20301040203,40.662881,-74.214034,POTW,N,35,48407,17.6,41.5
NJ0108847,110009721925,GLOUCESTER,NJ,8030,20402020405,39.897335,-75.112119,POTW,N,7,59394,10.7,82.4
NJ0108715,110009836829,GUTTENBERG,NJ,7093,20301030906,40.791489,-74.08292,POTW,N,1,62450,14.4,62.7
NJ0108766,110009836865,HACKENSACK,NJ,07601-4202,20301030905,40.88606,-74.04446,POTW,N,2,70090,13.4,49.9
NJ0108871,110009836883,HARRISON,NJ,7029,20301030805,40.747045,-74.165145,POTW,N,7,69604,16.4,48.5
NJ0026085,NOID42495,HOBOKEN,NJ,NA,20301010405,40.45251,-74.01559,POTW,M,10,147620,8.7,80.7
NJ0108723,110006834186,JERSEY CITY,NJ,07305-4823,20301040205,40.706491,-74.099864,POTW,N,27,70752,17.2,35.9
NJ0111244,110006705592,KEARNY,NJ,07032-2604,20301030805,40.7644,-74.14841,NON-POTW,N,10,70702,10.3,66
