npdes_id,frs_id,city,state,zip,watershed_huc12,latitude,longitude,facility_type,major_minor_facility,cso_outfall_count,median_household_income,poverty_rate,white_alone
PA0026981,110010808689,DUQUESNE,PA,15110-1148,50200050808,40.37273,-79.8468,POTW,M,4,29844,39.2,29.3
PA0026361,110010784712,DURYEA,PA,18642-1255,20501070110,41.34869,-75.780194,POTW,M,26,60707,8.6,95.4
PAG066122,110010995502,EAST CONEMAUGH,PA,15909,50100070503,40.341741,-78.887246,NON-POTW,N,2,32059,19.2,90.4
PAG066120,110010995487,EAST PITTSBURGH,PA,15112,50200050704,40.392847,-79.83977,NON-POTW,N,3,30663,21.6,25.8
PAG062201,110010995888,EASTON,PA,18042,20401050603,40.693431,-75.205732,NON-POTW,N,2,51698,15.9,69.3
PA0022292,110000949895,EBENSBURG,PA,15931-3815,50100070501,40.489238,-78.717521,POTW,M,2,44556,8.9,99.6
PA0028436,110001063321,ELIZABETH,PA,15037-1763,50200050807,40.277114,-79.88303,POTW,M,6,40179,16.1,95.8
PA0026832,110007767050,ELLWOOD CITY,PA,16117,50301050409,40.855342,-80.310063,POTW,M,2,46250,11.1,97.6
PA0028631,110055045623,EMPORIUM,PA,15834,20502020207,41.506708,-78.229323,POTW,N,1,35151,23.5,94.7
PA0026301,110001139367,ERIE,PA,16507-2204,41201010406,42.140806,-80.074889,POTW,M,15,37894,26.2,72.7
PA0037711,110009161735,EVERETT,PA,15537,20503030504,40.01144,-78.37483,POTW,N,5,35388,19.4,95.8
PAG066130,110010995566,EXPORT,PA,15632,50200050701,40.418679,-79.630322,NON-POTW,N,5,44650,12.3,95.3
PA0027227,110010794391,FARRELL,PA,16121,50301020603,41.20089,-80.505349,POTW,M,4,30400,33.1,48.3
PA0020702,110010266489,FAYETTE CITY,PA,154380000,50200050802,40.103129,-79.842823,POTW,N,2,38125,16.3,96
PA0037044,110001117050,FORD CITY,PA,16226,50100061107,40.781175,-79.524767,POTW,M,3,37549,19.5,96.8
PA0026174,110000554098,FRANKLIN,PA,16323-1077,50100030907,41.37469,-79.81901,POTW,M,5,35000,10.8,96.4
PAG066131,110017793379,FREEDOM,PA,15042-1738,50301010309,40.686177,-80.25645,NON-POTW,N,3,46406,24.1,92.5
PA0024716,110010977997,FREELAND,PA,18224-1501,20401060302,41.027306,-75.893532,POTW,N,1,37973,18.9,90.1
PA0025755,110001063063,FREEPORT,PA,16229-1122,50100090304,40.67257,-79.68573,POTW,N,6,42250,12.1,96.7
PA0036820,110010975034,GALETON,PA,16922,20502050204,41.7364,-77.6341,POTW,N,4,35208,22.2,99.4
PA0028673,110010261554,GALLITZIN,PA,16641,20502010301,40.488958,-78.565295,POTW,N,6,44063,20.6,99.6
PA0039489,110028174268,GARRETT,PA,15542,50200060704,39.864247,-79.064193,POTW,N,2,43750,24.8,97.5
PA0021113,110006646521,GLASSPORT,PA,15045,50200050807,40.32767,-79.8925,POTW,M,5,40823,20.2,90.7
PA0027456,110000539668,GREENSBURG,PA,15601-2225,50200061101,40.268681,-79.557818,POTW,M,40,42058,18.8,90.3
PA0027197,110000532709,HARRISBURG,PA,17104-3145,20503051011,40.239078,-76.856111,POTW,M,60,39685,26.2,34.9
PA0026921,110009002649,HAZLETON,PA,182010651,20501070402,40.970556,-76.023889,POTW,M,14,40467,22.1,69
PA0043273,110010974525,HOLLIDAYSBURG,PA,16648-2468,20503020106,40.430073,-78.361124,POTW,M,4,49049,4.7,96.8
PAG066103,110000952504,HOMESTEAD,PA,151200000,50200050808,40.40133,-79.90361,NON-POTW,N,1,26220,29.1,35
PA0023469,110006646870,HONESDALE,PA,18431-1991,20401030601,41.57445,-75.2568,POTW,M,9,38606,28.7,96
PA0026191,110000762069,HUNTINGDON,PA,16652,20503020803,40.475907,-78.001114,POTW,M,6,44489,21.3,92.2
PA0027570,110006624340,IRWIN,PA,15642,50200050702,40.353292,-79.733039,POTW,M,3,49570,13.2,98.8
PAG066115,110017830383,JOHNSTOWN,PA,15905,50100070310,40.28944,-78.91491,NON-POTW,N,12,24561,38.4,75.4
PA0023175,110020690536,KANE,PA,16735,50100010903,41.6778,-78.8061,POTW,M,2,40363,19.8,97.7
PA0042234,110001062974,KITTANNING,PA,16201-1699,50100061107,40.81203,-79.51569,POTW,M,8,32730,23.6,97.8
PA0026743,110000571747,LANCASTER,PA,17603,20503061107,40.016877,-76.30532,POTW,M,5,45514,23.9,59.8
PA0026182,110007768406,LANSDALE,PA,19446,20402010202,40.255036,-75.286573,POTW,M,2,66794,7.1,75.8
PA0026069,110010793141,LATROBE,PA,15650,50100080106,40.322848,-79.380592,POTW,M,18,53502,8.7,97
PA0027626,110001059498,LEECHBURG,PA,15656,50100080205,40.6095,-79.5839,POTW,M,32,46298,14.4,95
PA0024589,110001061519,LEETSDALE,PA,15056-1303,50301010307,40.560345,-80.215893,POTW,N,6,55333,14.9,82.4
PA0070041,110006823214,MAHANOY CITY,PA,17948,20503010501,40.808421,-76.156327,POTW,M,1,32669,29.6,82.9
PA0021814,110039789477,MANSFIELD,PA,16933-9557,20501040906,41.8073,-77.0772,NON-POTW,M,3,34728,30.5,92.3
PA0021571,110000735615,MARYSVILLE,PA,17053-0016,20503051005,40.342028,-76.926778,POTW,M,3,61168,11.8,93.6
PAG066109,110010687131,MCDONALD,PA,15057,50301010106,40.370626,-80.227282,NON-POTW,N,20,45534,9.4,94.9
PAG066112,110010619198,MCKEES ROCKS,PA,15136-3521,50301010107,40.465588,-80.057249,NON-POTW,N,10,26259,31.3,55.5
PA0026913,110001062983,MCKEESPORT,PA,15132-3807,50200061203,40.353125,-79.871715,POTW,M,28,29094,31.4,58.9
PA0024481,110002478104,MEYERSDALE,PA,15552-1320,50200060701,39.814452,-79.025534,POTW,N,5,39696,22.9,97.7
PA0023701,110001107766,MIDLAND,PA,15059,50301010310,40.634509,-80.450621,POTW,M,1,44889,18.5,85.9
PAG066106,110022569601,MILLVALE,PA,15209-2256,50100090307,40.478402,-79.969775,NON-POTW,N,9,41060,14.1,86.9
PA0027693,110000940821,MINERSVILLE,PA,17954-1719,20402030203,40.6903,-76.25783,POTW,M,7,31100,19,97.5
PA0020125,110012508875,MONACA,PA,15061-1898,50301010309,40.6914,-80.2804,POTW,M,6,39974,10.4,90.1
PA0025950,110001117176,MONONGAHELA,PA,15063,50200050807,40.208404,-79.93866,POTW,M,1,48986,9.3,93.4
PAG062202,110009157624,MOOSIC,PA,18507,20501070108,41.35508,-75.735747,NON-POTW,N,3,55957,11.2,92
PA0024406,110010794248,MOUNT CARMEL,PA,17851,20503010101,40.787308,-76.450232,POTW,M,19,34628,16.5,97.9
PA0021148,110001100264,MOUNT PLEASANT,PA,15666,50200061001,40.1412,-79.5368,POTW,M,6,42988,15.5,94.9
PAG066127,110000948020,MUNHALL,PA,15120-2561,50200050808,40.39928,-79.9044,NON-POTW,N,4,47649,14.1,82.5
PA0027111,110000550476,NEW KENSINGTON,PA,15068-2004,50100090302,40.5509,-79.761437,POTW,M,6,42264,23,84.2
PA0021237,110000949680,NEWPORT,PA,17074-1533,20503041204,40.47736,-77.13132,POTW,N,1,46833,13.8,97
PA0027421,110010994059,NORRISTOWN,PA,19401,20402031007,40.110664,-75.337683,POTW,M,2,48414,19.5,40.5
PA0026204,110010128281,OIL CITY,PA,16301,50100030905,41.408392,-79.731442,POTW,M,16,39750,18,97.1
PA0027430,110010977666,JEANNETTE,PA,156750294,50200050702,40.32877,-79.64076,POTW,M,5,40750,22.2,80
PA0026689,110001076978,PHILADELPHIA,PA,19137-1418,20402020402,39.99141,-75.08503,POTW,M,175,45927,24.3,40.7
PAG066101,110010995913,PITCAIRN,PA,15140-1298,50200050704,40.400902,-79.781713,NON-POTW,N,1,32864,21.8,66.9
PA0025984,110001085076,PITTSBURGH,PA,15233,50301010303,40.4745,-80.04083,POTW,M,230,48711,20.5,66.8
PA0021407,110001063312,POINT MARION,PA,15474,50200030309,39.731468,-79.905891,POTW,N,6,53313,18.7,91.3
PA0043885,110010974142,POTTSVILLE CITY,PA,17901-1745,20402030203,40.677868,-76.188832,POTW,M,56,42083,16.5,94.2
PA0020346,110006646442,PUNXSUTAWNEY,PA,15767,50100060706,40.941452,-79.001589,POTW,M,4,32221,25.7,96.9
PAG066105,110000961656,RANKIN,PA,15104-1008,50200050808,40.41016,-79.86785,NON-POTW,N,2,34091,29.9,15.6
PA0028207,110010977504,REYNOLDSVILLE,PA,15851,50100060306,41.09274,-78.89431,POTW,N,1,35614,21.3,95.1
PAG066132,110009157553,ROCHESTER,PA,15074-1400,50301010309,40.698244,-80.269663,NON-POTW,N,3,30120,29.8,74.1
PA0024490,110040096277,ROCKWOOD,PA,15557,50200060706,39.911745,-79.154474,POTW,N,6,38882,15.6,97.7
PA0037818,110039828915,SALTSBURG,PA,15681,50100071008,40.482289,-79.450319,POTW,N,6,43676,17.9,97.7
PA0026581,110010794337,SCOTTDALE,PA,15683,50200061002,40.082852,-79.596428,POTW,M,8,52425,11.5,97.7
PA0026492,110007772507,SCRANTON,PA,18505,20501070109,41.387024,-75.692691,POTW,M,78,40608,23.2,83.1
PA0020681,110010264221,SEWICKLEY,PA,15143,50301010307,40.538956,-80.191448,POTW,N,4,63475,6.1,85.5
PAG064801,110010995897,SHAMOKIN,PA,17872-0917,20503010102,40.788863,-76.562792,NON-POTW,N,38,28737,33.2,92.7
PAG066125,110010995520,SHARPSBURG,PA,15215,50100090308,40.492846,-79.935607,NON-POTW,N,6,36360,23.1,87.5
PA0070386,110010794462,SHENANDOAH,PA,17976-1708,20503010501,40.82334,-76.20222,POTW,M,13,28427,35.9,82.7
PA0021521,110039807992,SMETHPORT,PA,16749,50100010105,41.8148,-78.4286,POTW,N,1,55625,13.6,98.9
PA0025224,110010978059,ST CLAIR,PA,17970,20402030201,40.707034,-76.177442,POTW,N,7,40884,17.4,99
PAG063501,110013341696,STEELTON,PA,0,20503051011,40.212222,-76.810611,NON-POTW,N,1,38836,26.3,41
PA0026557,110000940723,SUNBURY,PA,17801-3427,20503010103,40.852585,-76.791355,POTW,M,5,34644,18.9,93.3
PA0023736,110010978148,SUSQUEHANNA DEPOT,PA,188471641,20501011305,41.9482,-75.6048,POTW,N,2,36058,24.9,97.7
PA0027006,110010128254,TAMAQUA,PA,18252,20402030102,40.79755,-75.964528,POTW,M,16,38921,15.3,96.2
PA0027391,110000762087,TARENTUM,PA,15084-1841,50100090304,40.60202,-79.75287,POTW,M,19,33970,23.1,84.7
PA0027090,110000540022,THROOP,PA,18512-3339,20501070106,41.4494,-75.63191,POTW,M,20,46317,9.2,90.6
PA0036650,110010689683,TITUSVILLE,PA,16354,50100030604,41.62749,-79.67337,POTW,M,4,35495,24.2,96.4
PAG066118,110017794412,TURTLE CREEK,PA,15145,50200050703,40.404849,-79.824954,NON-POTW,N,12,33292,30.4,75.3
PAG066117,110017806329,UNIONTOWN,PA,15401,50200050601,39.90208,-79.72419,NON-POTW,N,28,35150,26,72.2
PA0027120,110006521086,WARREN,PA,16365,50100011209,41.83892,-79.15312,POTW,M,4,42939,12.6,97.6
PA0020613,110001122687,WAYNESBURG,PA,15370-1817,50200050305,39.896741,-80.164507,POTW,N,2,39100,21.6,92.1
PA0021687,110000926954,WELLSBORO,PA,16901-1549,20502050301,41.743128,-77.289975,POTW,M,2,46875,8.8,95.9
PA0022331,110010263400,WEST ELIZABETH,PA,150880000,50200050807,40.275209,-79.872492,POTW,N,1,45000,18.9,92.7
PAG066123,110009157535,WEST HOMESTEAD,PA,15120-1030,50200050808,40.40142,-79.91762,NON-POTW,N,2,53106,17.3,80.4
PA0027651,110001063679,WEST NEWTON,PA,15089-1397,50200061201,40.2099,-79.7685,POTW,N,13,40878,17.2,93.8
PA0026107,110001060672,WILKES BARRE,PA,18711-1003,20501070205,41.2336,-75.93668,POTW,M,54,37902,26.6,69.8
PA0027057,110006625107,WILLIAMSPORT,PA,17701-5340,20502060604,41.244722,-76.989444,POTW,M,4,39990,25.4,80.1
PAG066104,110010995931,WILMERDING,PA,15148,50200050704,40.399791,-79.816992,NON-POTW,N,9,27113,35,59
RI0100072,110004911926,EAST PROVIDENCE (RUMFORD),RI,02916-3207,10900040901,41.851211,-71.36811,POTW,M,27,59142,10.2,82.6
RI0100293,110000546516,NEWPORT,RI,02840-1037,10900040909,41.513631,-71.317325,POTW,M,3,67102,14.5,84.1
RI0100315,110000760757,PROVIDENCE,RI,02905-5502,10900040901,41.794823,-71.3895,POTW,M,41,45610,25.5,55.1
SD0027481,110010952282,LEAD,SD,57754,101202020207,44.355731,-103.754319,POTW,N,2,47500,16.8,94.3
TN0024210,110000536527,CHATTANOOGA,TN,37405-4403,60200011202,35.048809,-85.337624,POTW,M,8,45527,17.6,62.3
TN0020656,110000726251,CLARKSVILLE,TN,370410387,51302050305,36.538381,-87.371398,POTW,M,2,53604,14.5,65.1
TN0020575,110000566487,"NASHVILLE",TN,37208-2206,51302020305,36.186111,-86.788889,POTW,M,9,59828,15.1,63.5
VA0087068,110010913119,ALEXANDRIA,VA,22314,20700100301,38.80456,-77.04303,POTW,M,4,100939,10.3,62.2
VA0024970,110000912727,LYNCHBURG,VA,24504-3603,20802030305,37.39641,-79.11383,POTW,M,36,46409,19.5,65
VA0063177,110000540424,RICHMOND,VA,23224-2302,20802060101,37.519606,-77.422803,POTW,M,29,47250,23.2,45.5
VT0100153,110024908607,BURLINGTON,VT,05401-5264,41504030704,44.472691,-73.219078,NON-POTW,M,1,51394,26.4,85.3
VT0100196,110000547374,MONTPELIER,VT,05602-4479,41504030402,44.254621,-72.60036,NON-POTW,M,15,65078,7.5,94.3
VT0100285,110008997817,RANDOLPH,VT,5060,10801050202,43.92686,-72.65733,NON-POTW,N,2,61902,11,98.7
VT0100871,110010911291,RUTLAND,VT,5702,41504020109,43.603904,-72.993577,NON-POTW,M,3,48212,12.6,95.4
VT0100374,110002052064,SPRINGFIELD,VT,5156,10801060505,43.2804,-72.46892,NON-POTW,M,21,48134,17,94.3
VT0100579,110010911102,ST. JOHNSBURY,VT,05819-1914,10801020401,44.410639,-72.016572,NON-POTW,M,20,38371,17,96.9
VT0100404,110008204898,VERGENNES,VT,5491,41504020501,44.15,-73.3083,NON-POTW,N,1,63920,11,97.8
VT0100510,110006620022,WINOOSKI,VT,5404,41504030704,44.490788,-73.197733,NON-POTW,M,1,51728,29.5,77.4
WA0020257,110012506216,ANACORTES,WA,98221,171100020600,48.523059,-122.608628,POTW,M,3,71844,8.8,91.7
WA0023744,110054924953,BELLINGHAM,WA,98225,171100040700,48.721667,-122.514444,POTW,M,2,53396,20.8,83.2
WA0029289,110015415914,BREMERTON,WA,98312-4735,171100191000,47.544670000000004,-122.669907,POTW,M,15,52716,16.5,72.3
WA0024490,110016662011,EVERETT,WA,98201,171100110203,47.99138,-122.17888,POTW,M,14,60759,12.8,72.5
WA0024074,110000569484,MOUNT VERNON,WA,98273-6511,171100070203,48.415833,-122.348611,POTW,M,2,62056,14.3,70.3
WA0037061,110005311769,OLYMPIA,WA,98501-6911,171100190503,47.05103,-122.90567,POTW,M,3,59878,15.7,82.1
WA0023973,110054925033,PORT ANGELES,WA,98362-0217,171100200405,48.12086,-123.40221,POTW,M,4,47256,17.4,86.9
WA0031682,110054906143,SEATTLE,WA,98104-2311,171100191200,47.663611,-122.448889,POTW,N,132,92263,11,67.3
WA0029548,110015417770,SNOHOMISH,WA,98290-2994,171100110203,47.915556,-122.112778,POTW,N,2,71800,8.9,88.4
WA0024473,110000562347,SPOKANE,WA,99205-3939,170103070105,47.693416,-117.472387,POTW,M,24,50306,17.3,84.7
WI0036820,110002051421,MILWAUKEE,WI,53204,40400030405,43.030646,-87.91409,POTW,M,117,41838,25.4,44.4
WV0023183,110000877819,BECKLEY,WV,25801,50500040103,37.770949,-81.152877,POTW,M,1,39455,18.9,73.2
WV0029289,110010866198,BELINGTON,WV,26250,50200010407,39.030909,-79.952604,POTW,N,7,32356,28.3,98.7
WV0020648,110010866982,BENWOOD,WV,26031,50301061205,40.031184,-80.729527,POTW,N,13,33333,15.1,93.7
WV0022080,110010866633,BETHANY,WV,26032,50301060105,40.201739,-80.551461,POTW,N,3,62500,3,80.6
WV0025461,110000877766,BRIDGEPORT,WV,26330,50200020402,39.298978,-80.280366,NON-POTW,M,12,84382,4.3,93.9
WV0032336,110000880244,BUCKHANNON,WV,26201,50200010306,39.007876,-80.217584,POTW,M,5,39709,23,89.8
WV0035637,110010865858,CEDAR GROVE,WV,25039,50500060306,38.219882,-81.433486,POTW,N,1,48359,32.8,99.4
WV0023205,110000572773,CHARLESTON,WV,25312-1818,50500080303,38.371996,-81.678148,POTW,M,59,43344,20.9,77.9
WV0023302,110000716397,CLARKSBURG,WV,26301,50200020602,39.306756,-80.351479,POTW,M,55,43518,24.8,92.2
WV0035939,110010865876,DANVILLE,WV,25053,50500090502,38.102778,-81.847222,POTW,N,5,44886,26.7,98
WV0024848,110010866429,DAVIS,WV,26260,50200040202,39.13255,-79.46606,POTW,N,3,45139,16.8,97.3
WV0028118,110005566271,DUNBAR,WV,25064-2237,50500080303,38.36785,-81.7582,POTW,M,17,44009,12.1,78.8
WV0020028,110011745059,ELKINS,WV,26241-3899,50200010405,38.92634,-79.84949,NON-POTW,M,19,38506,19.5,92.1
WV0081434,110010860559,FAIRMONT,WV,26555,50200030305,39.494389,-80.122194,POTW,N,51,43319,23.1,88.9
WV0021865,110010867115,FARMINGTON,WV,26571,50200030103,39.511111,-80.25,NON-POTW,N,1,40208,15.1,97.8
WV0022314,110010866642,FAYETTEVILLE,WV,25840,50500040305,38.06511,-81.102019,POTW,N,2,45313,21.9,98.4
WV0020273,110015656850,FOLLANSBEE,WV,26037-1422,50301011109,40.327239,-80.595849,POTW,M,5,45769,14.1,96.3
WV0084042,110010860078,GASSAWAY,WV,26624,50500070604,38.666799,-80.797022,POTW,N,5,40781,14.9,99.5
WV0021822,110010687159,GRAFTON,WV,26354,50200010707,39.353147,-80.0523,NON-POTW,M,39,36951,23.5,94.6
WV0024589,110000877427,WELCH,WV,24842,NA,37.44299,-81.59746,POTW,M,26,37841,23.7,68.7
WV0024732,110010866376,HINTON,WV,25951,50500040201,37.701508,-80.887866,POTW,N,5,31430,26.5,88.4
WV0023159,110000873680,HUNTINGTON,WV,25701,50901011006,38.3975,-82.448333,POTW,M,25,31162,32.3,85.3
WV0035912,110015776579,KENOVA,WV,25530,50901011007,38.39889,-82.57946,POTW,N,2,34332,25.2,94.2
WV0024392,110000877409,KEYSER,WV,26726-3211,20700020402,39.447987,-78.954647,POTW,M,1,36448,24.3,85.2
WV0021881,110010851630,KINGWOOD,WV,26537,50200040702,39.446784,-79.678084,NON-POTW,N,3,53116,18,96.6
WV0033821,110010865821,LOGAN,WV,25601,50701020102,37.870704,-81.979047,POTW,N,10,34574,22.9,88.1
WV0024473,110010852121,MARLINTON,WV,24954,50500030405,38.224418,-80.093493,POTW,N,1,31607,41.4,97.7
WV0021750,110013694047,MARMET,WV,25315-1900,50500060402,38.23899,-81.559563,NON-POTW,N,3,39500,14.9,97.2
WV0023167,110007872533,MARTINSBURG,WV,25401,20700040907,39.45389,-77.95977,POTW,M,1,42835,29.5,79.9
WV0020141,110010866875,MCMECHEN,WV,26040,50301061206,39.98202,-80.730429,POTW,N,3,41250,15.6,90.1
WV0027324,110010866036,MONONGAH,WV,26554,50200020604,39.462585,-80.216471,POTW,N,2,46429,24.2,87.3
WV0020621,110011899400,MONTGOMERY,WV,25136-2205,50500060306,38.181449,-81.319354,NON-POTW,N,5,23625,37.4,80.5
WV0020150,110010866884,MOOREFIELD,WV,26836,20700010603,39.073441,-78.972807,NON-POTW,N,2,43066,20.3,78
WV0024449,110010866786,MORGANTOWN,WV,26501-9629,50200030308,39.62542,-79.9794,POTW,N,5,42966,32.7,87.9
WV0023264,110017345979,MOUNDSVILLE,WV,26041-2223,50301060802,39.906186,-80.757586,POTW,M,4,34701,20.7,98.3
WV0020681,110010867008,MULLENS,WV,25882,50701010303,37.57828,-81.388677,POTW,N,3,44688,17.3,97.7
WV0027472,110006535455,NEW MARTINSVILLE,WV,26155,50302011005,39.633688,-80.869267,POTW,M,10,43953,21.1,98.3
WV0023299,110039983998,NITRO,WV,25143,50500080304,38.447313,-81.835964,NON-POTW,M,6,41076,16.8,89.5
WV0100901,110010852835,NUTTER FORT,WV,26301-4486,50200020204,39.258825,-80.3231,POTW,N,2,49432,11.2,96.5
WV0022063,110010866615,PARSONS,WV,26287,50200040304,39.096837,-79.681155,NON-POTW,N,5,46875,19.8,94.2
WV0021857,110010867106,PHILIPPI,WV,26416,50200010702,39.161197,-80.040102,POTW,N,13,30966,0.308,89.4
WV0105279,110010853442,PIEDMONT,WV,26750-1000,20700020207,39.48151,-79.04848,POTW,N,7,34737,0.197,55.9
WV0022039,110005566565,POINT PLEASANT,WV,25550-1124,50500080604,38.84245,-82.13768,POTW,N,2,42307,22.4,98.7
WV0023094,110002055150,PRINCETON,WV,24740,50500020802,37.383428,-81.082456,NON-POTW,M,1,42025,24.6,90
WV0022004,110010851649,RICHWOOD,WV,26261-1338,50500050404,38.221504,-80.563142,POTW,N,2,28641,32.7,94.4
WV0084310,110010860167,RIVESVILLE,WV,26588,50200030301,39.529,-80.12383,NON-POTW,N,7,51346,13.9,94.6
WV0023175,110009117776,SAINT ALBANS,WV,25177-1826,50500080303,38.3902,-81.83619,POTW,M,3,50755,17.7,92.2
WV0054500,110010863734,SHINNSTON,WV,26431-1199,50200020602,39.39557,-80.30271,NON-POTW,N,10,56854,9.4,94.1
WV0021741,110010867035,SMITHERS,WV,25186,50500060306,38.180662,-81.310667,POTW,N,3,31000,27.4,88.5
WV0023124,110007871981,STAR CITY,WV,26505,50200030308,39.655637,-79.992008,NON-POTW,M,40,45199,20.7,87.1
WV0024856,110010866438,THOMAS,WV,26292,50200040203,39.145407,-79.502576,NON-POTW,N,1,38750,11.5,99.5
WV0024562,110010866296,WAYNE,WV,25570,50901020304,38.22953,-82.44043,POTW,N,3,21648,31.5,100
WV0026832,110000877506,WELLSBURG,WV,26070-1722,50301061202,40.26507,-80.61563,POTW,M,10,40136,21.8,100
WV0020109,110010866857,WEST UNION,WV,26456,50302010404,39.298694,-80.792883,POTW,N,7,45500,10.5,98.3
WV0028088,110001855591,WESTON,WV,26452,50200020305,39.039917,-80.469566,POTW,M,5,34185,22,97.5
WV0023230,110000551796,WHEELING,WV,26003-2818,50301061205,40.055556,-80.726944,NON-POTW,M,97,44119,13.8,91.1
